mfcc_mean,mfcc_std,annotator_emo
"[-466.7253723144531, 123.40770721435547, 46.351829528808594, 7.268254280090332, -6.783268928527832, -13.416123390197754, -12.638625144958496, -8.81031608581543, -9.680062294006348, -14.200136184692383, -14.89939022064209, -12.215546607971191, -10.88001537322998, -10.602309226989746, -9.340177536010742, -9.834737777709961, -12.540928840637207, -12.150801658630371, -9.129624366760254, -6.913754463195801]","[60.2673225402832, 52.49037551879883, 23.884613037109375, 17.53829574584961, 14.527910232543945, 10.718835830688477, 9.954895973205566, 7.083249092102051, 6.303891658782959, 10.65638542175293, 12.585132598876953, 9.994743347167969, 7.555208683013916, 6.208430290222168, 6.098665714263916, 5.820154666900635, 5.670648574829102, 5.258444309234619, 5.040907382965088, 4.853461265563965]",neutral
"[-400.23126220703125, 72.75886535644531, -0.9228949546813965, 34.0401611328125, -20.876008987426758, 9.815900802612305, -21.4715518951416, -10.088278770446777, -13.677468299865723, -1.0186848640441895, -0.23691779375076294, -16.015165328979492, 0.09161631017923355, -15.976420402526855, -6.509378910064697, -5.473114490509033, -3.763099193572998, -7.322577476501465, -8.117867469787598, 0.8894821405410767]","[116.82526397705078, 78.37237548828125, 33.0035285949707, 34.45545196533203, 30.738338470458984, 23.173858642578125, 19.311580657958984, 11.87536907196045, 11.614571571350098, 14.064207077026367, 10.12958812713623, 9.17039966583252, 10.35639476776123, 9.25475788116455, 8.563669204711914, 12.812270164489746, 7.72598934173584, 8.273054122924805, 9.282110214233398, 8.646116256713867]",neutral
"[-1131.3709716796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0001220703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",other
"[-593.6823120117188, 108.2275390625, 11.071039199829102, 44.28604507446289, -14.682404518127441, 15.115127563476562, -22.443410873413086, 3.446136236190796, -17.565690994262695, -6.9457783699035645, -9.637203216552734, -1.8264954090118408, 4.566843509674072, -11.321237564086914, 7.846529960632324, -4.981780529022217, 6.151739597320557, -7.8429155349731445, -0.6371711492538452, -2.7488250732421875]","[89.50900268554688, 40.32196807861328, 19.611438751220703, 18.68474006652832, 19.943199157714844, 17.534990310668945, 13.876805305480957, 9.968947410583496, 10.512534141540527, 9.192052841186523, 8.613776206970215, 6.480284690856934, 5.3445234298706055, 10.892668724060059, 7.288877964019775, 6.328939437866211, 4.761935234069824, 6.543403625488281, 5.060049533843994, 4.087665557861328]",neutral
"[-574.6802978515625, 82.2715072631836, -0.9777992963790894, 43.500450134277344, -19.42237663269043, 24.84473991394043, -19.142183303833008, 16.060962677001953, -8.011017799377441, 1.1740010976791382, 0.32704225182533264, -2.7709131240844727, 8.203386306762695, -7.734461784362793, 9.833433151245117, -8.420665740966797, 7.008232593536377, -7.867513179779053, -1.0089399814605713, -1.4318194389343262]","[85.32006072998047, 41.72484588623047, 17.594837188720703, 20.430910110473633, 19.10378646850586, 13.37954044342041, 20.17146873474121, 9.932271957397461, 13.24795150756836, 8.151339530944824, 9.932558059692383, 6.66366720199585, 6.297140121459961, 6.9474687576293945, 6.046545505523682, 8.015033721923828, 6.292468547821045, 10.640298843383789, 7.39456844329834, 6.787874698638916]",sad
"[-554.4757080078125, 75.10238647460938, 0.3373669385910034, 42.93775177001953, -9.419556617736816, 15.298717498779297, -12.448970794677734, 19.246034622192383, -15.571106910705566, 6.342312335968018, 1.6419192552566528, -3.7270634174346924, 6.376256465911865, -7.12020206451416, 12.467700004577637, -6.203576564788818, 8.584809303283691, 1.236890435218811, 4.367316722869873, 2.3527796268463135]","[118.4565200805664, 39.577674865722656, 20.261253356933594, 24.266311645507812, 21.530345916748047, 18.560653686523438, 17.577241897583008, 15.148429870605469, 20.014514923095703, 7.751443862915039, 8.8294038772583, 9.42941665649414, 8.275943756103516, 11.432083129882812, 8.605751037597656, 9.862576484680176, 7.10498571395874, 5.538079738616943, 5.86857271194458, 4.8020782470703125]",neutral
"[-538.2622680664062, 104.99661254882812, -5.184309959411621, 55.40744400024414, -9.815406799316406, 8.46847152709961, -14.23977279663086, -9.151806831359863, -5.266115188598633, -1.506501317024231, -1.0706321001052856, 1.153974175453186, 6.006157398223877, -7.39117431640625, 0.98001629114151, -3.5269222259521484, 3.602069854736328, -3.260869264602661, -5.200422286987305, -5.997714519500732]","[100.63336181640625, 37.942203521728516, 22.297958374023438, 21.05204200744629, 12.996660232543945, 10.498817443847656, 20.854244232177734, 10.087496757507324, 6.543817520141602, 6.177647113800049, 7.701718330383301, 6.257454872131348, 6.109408855438232, 7.277172565460205, 7.862323760986328, 6.973944187164307, 5.35841703414917, 4.2901201248168945, 4.446155548095703, 5.491858959197998]",neutral
"[-367.1078186035156, 139.86965942382812, -18.955448150634766, 13.018187522888184, 7.6396894454956055, 11.298794746398926, 3.0902552604675293, 11.837183952331543, 2.567685842514038, 4.4862518310546875, 6.889928340911865, -2.51396107673645, 4.761315822601318, 6.554808139801025, 5.082477569580078, -0.6903090476989746, 5.514400482177734, 4.397526264190674, 1.3444744348526, 2.261319637298584]","[71.42575073242188, 28.291515350341797, 16.37925148010254, 23.083595275878906, 17.847084045410156, 14.516641616821289, 13.59835433959961, 10.39716625213623, 12.618117332458496, 8.37770938873291, 6.45302677154541, 10.041298866271973, 7.085324287414551, 7.176612854003906, 6.782348155975342, 7.462676525115967, 5.65631628036499, 6.374330043792725, 6.521488189697266, 6.287191390991211]",sad
"[-599.9822998046875, 86.63336181640625, 15.083072662353516, 33.22624588012695, -3.4673473834991455, 20.52374267578125, -9.875879287719727, 8.229880332946777, -3.7099921703338623, 1.8438451290130615, 5.7977800369262695, 0.639449954032898, 1.203893780708313, -2.127159595489502, 3.4172322750091553, -7.348512172698975, 8.54603385925293, -0.14709186553955078, -0.2904667556285858, 0.12979164719581604]","[89.63919830322266, 42.578128814697266, 18.94170379638672, 18.386857986450195, 15.085013389587402, 16.55491065979004, 23.274513244628906, 13.143315315246582, 9.359212875366211, 8.221681594848633, 7.498378276824951, 6.394628047943115, 10.085129737854004, 6.126250743865967, 6.351162910461426, 10.97508430480957, 6.362115859985352, 7.600456237792969, 6.964062690734863, 6.3764543533325195]",sad
"[-570.1310424804688, 77.38249206542969, -17.497377395629883, 48.898719787597656, -17.157224655151367, 27.323314666748047, -13.416038513183594, 11.803935050964355, -6.722904205322266, 1.6123316287994385, 2.091451644897461, -5.074565887451172, 7.155032634735107, -6.618524074554443, 10.890542984008789, -10.820547103881836, 6.014927387237549, -5.85630464553833, -6.2027740478515625, -0.3373958170413971]","[86.47312927246094, 30.16153335571289, 21.947444915771484, 25.263465881347656, 12.618385314941406, 10.990410804748535, 12.287734031677246, 8.69194221496582, 11.395395278930664, 6.79908561706543, 8.037972450256348, 6.549314498901367, 6.177394390106201, 7.292055130004883, 7.4076714515686035, 11.329668045043945, 6.859131813049316, 7.088087558746338, 8.646557807922363, 5.307028293609619]",sad
"[-509.9715576171875, 59.35918045043945, 1.3625977039337158, 13.343008041381836, 0.7486345171928406, 1.3616223335266113, -3.5973119735717773, -3.4783875942230225, -1.2735865116119385, -5.658874988555908, -4.879624366760254, -2.811095714569092, -3.9762001037597656, -2.9265739917755127, -2.7364420890808105, -4.698558807373047, -3.087006092071533, -4.756032466888428, -3.9692704677581787, -6.464625358581543]","[126.94551086425781, 63.946353912353516, 26.638511657714844, 22.471229553222656, 9.164319038391113, 12.56148910522461, 12.952861785888672, 11.344805717468262, 7.398138999938965, 9.4573392868042, 5.999218463897705, 5.137061595916748, 7.148120403289795, 4.730875015258789, 4.239925384521484, 5.630090236663818, 4.653767108917236, 5.010641574859619, 4.432824611663818, 5.763848781585693]",neutral
"[-457.0082702636719, 64.41287231445312, -26.311546325683594, 35.78620910644531, -27.018465042114258, 23.289443969726562, -19.458301544189453, 16.91329002380371, 0.7159816026687622, -1.329532265663147, 0.036151569336652756, -10.163334846496582, 9.633137702941895, -2.3157031536102295, 8.727678298950195, -3.0154569149017334, 5.260653018951416, -5.72625207901001, 0.4228702485561371, 0.6079905033111572]","[117.72811126708984, 34.64337158203125, 34.06679153442383, 25.52752113342285, 25.90073585510254, 12.811166763305664, 20.462949752807617, 18.064138412475586, 13.176904678344727, 10.438519477844238, 10.59106731414795, 10.401988983154297, 9.841642379760742, 9.33031940460205, 7.396143913269043, 9.712920188903809, 8.836874008178711, 7.6200714111328125, 6.4002685546875, 6.956169605255127]",angry
"[-409.2184143066406, 102.23876953125, -23.377742767333984, 47.67221450805664, -7.421806335449219, 16.662212371826172, -6.272858619689941, 1.781974196434021, 1.3133965730667114, 7.279061317443848, 2.963810443878174, -3.2744619846343994, -3.703021287918091, -8.58153247833252, 1.8494411706924438, -8.487395286560059, 7.118104457855225, -1.9683988094329834, -0.2735999524593353, 2.682288885116577]","[89.49028778076172, 33.7202033996582, 25.806987762451172, 30.288728713989258, 21.751920700073242, 15.539273262023926, 17.819154739379883, 8.467692375183105, 10.270528793334961, 10.21737289428711, 10.903029441833496, 11.682483673095703, 7.392672061920166, 7.497013092041016, 7.014453887939453, 9.425054550170898, 9.985026359558105, 7.9563517570495605, 8.927459716796875, 5.754438877105713]",sad
"[-294.3946533203125, 178.26016235351562, -39.57933807373047, 44.17218017578125, -0.49388396739959717, 23.302043914794922, -9.295777320861816, -20.84560775756836, 1.8323651552200317, 2.868443489074707, -7.275028228759766, -2.24147891998291, 8.247071266174316, -10.634799003601074, -5.722151279449463, 1.6845506429672241, -0.06099516898393631, -3.1038620471954346, 5.162144184112549, 1.5321046113967896]","[47.863834381103516, 29.51801872253418, 13.52719783782959, 25.344228744506836, 19.285566329956055, 8.240981101989746, 6.721860408782959, 9.78734016418457, 6.570429801940918, 9.373001098632812, 8.265619277954102, 6.7408952713012695, 6.237161159515381, 6.774692535400391, 5.138830661773682, 4.0314483642578125, 3.8256280422210693, 5.402163505554199, 7.197819709777832, 4.927245140075684]",sad
"[-497.9568176269531, 73.36775207519531, 11.88431453704834, 45.082801818847656, -18.200809478759766, 20.492799758911133, -29.87222671508789, 20.909896850585938, -19.791601181030273, -1.77781343460083, -5.342541217803955, -7.417942047119141, -3.0017030239105225, -12.18921947479248, 9.354729652404785, -13.740838050842285, 5.607285499572754, -9.314604759216309, 1.8028020858764648, -6.321962833404541]","[109.05528259277344, 41.273162841796875, 19.734220504760742, 27.630685806274414, 26.482942581176758, 17.75123405456543, 24.46766471862793, 12.601155281066895, 17.523548126220703, 10.408418655395508, 10.049821853637695, 7.913288116455078, 9.925790786743164, 10.033833503723145, 8.060129165649414, 11.708761215209961, 7.028726577758789, 9.521331787109375, 5.864885330200195, 8.688682556152344]",neutral
"[-365.4517517089844, 81.39307403564453, 12.045244216918945, 39.28145980834961, -15.666913986206055, 17.306203842163086, -18.51580810546875, 6.121183395385742, -12.315208435058594, -6.511870384216309, -9.05305004119873, -8.37983226776123, 1.2083706855773926, -14.792805671691895, 3.156628370285034, -7.49075174331665, -1.90864896774292, -6.885158538818359, 0.5966327786445618, -4.724804401397705]","[115.07536315917969, 35.263118743896484, 16.17282485961914, 26.382326126098633, 25.23162078857422, 16.907760620117188, 13.872726440429688, 12.279696464538574, 8.58187484741211, 6.92926025390625, 11.60123062133789, 8.264945983886719, 8.460304260253906, 12.13619613647461, 7.020436763763428, 7.80675745010376, 5.178011417388916, 8.576662063598633, 5.139456748962402, 5.545727729797363]",angry
"[-643.4674682617188, 86.86245727539062, 34.717140197753906, 29.27030372619629, -6.596072196960449, 15.927626609802246, 0.3375244140625, 17.18000602722168, -10.3337984085083, 19.827482223510742, 6.318739414215088, 7.707921028137207, 13.996830940246582, 1.834814190864563, 11.553339004516602, 0.14846661686897278, 12.120209693908691, -2.4383702278137207, 5.521500110626221, 0.6503778696060181]","[75.49018096923828, 29.453598022460938, 14.52319622039795, 15.992806434631348, 21.83537483215332, 12.967452049255371, 11.615436553955078, 6.730113983154297, 22.636638641357422, 8.13334846496582, 9.161543846130371, 11.094261169433594, 6.421195030212402, 5.244688987731934, 6.1403117179870605, 8.24370002746582, 6.369967460632324, 7.677061080932617, 4.835155487060547, 6.63305139541626]",sad
"[-575.05126953125, 88.33659362792969, 16.487621307373047, 16.596776962280273, -11.823967933654785, 2.5088725090026855, -2.567871332168579, 16.612897872924805, -7.186689376831055, 0.30463361740112305, 0.1866944581270218, -0.7516433596611023, -0.21203382313251495, -1.1644083261489868, 4.228004455566406, -4.6328125, 7.672184944152832, -3.570352077484131, 0.6336068511009216, -1.7569622993469238]","[100.36417388916016, 42.85567092895508, 22.402061462402344, 18.3552188873291, 21.885478973388672, 11.976036071777344, 15.428506851196289, 10.845834732055664, 18.721895217895508, 12.465371131896973, 9.338376998901367, 8.82811164855957, 8.098846435546875, 9.450521469116211, 6.000320911407471, 10.445629119873047, 6.436548709869385, 8.578601837158203, 7.386288642883301, 6.713328838348389]",sad
"[-499.3379211425781, 59.98472213745117, 3.59991717338562, 43.09748840332031, -17.01780128479004, 36.76914596557617, -18.93709945678711, 18.906606674194336, 1.1339725255966187, 12.44493579864502, 1.5764682292938232, -5.334670543670654, 12.910371780395508, -8.228730201721191, 13.479063987731934, -7.483684062957764, 6.065578937530518, -8.12706470489502, -3.4983203411102295, -2.6014692783355713]","[84.75432586669922, 27.294626235961914, 18.270103454589844, 17.693208694458008, 15.55111026763916, 12.378843307495117, 13.112236022949219, 8.602254867553711, 13.501296043395996, 8.00389575958252, 6.832461833953857, 6.016543388366699, 9.154352188110352, 4.848495960235596, 5.9624714851379395, 6.319211006164551, 6.233704566955566, 6.5988945960998535, 4.645991325378418, 5.624122619628906]",neutral
"[-389.7835388183594, 114.57931518554688, -29.430940628051758, 43.259342193603516, -17.34095573425293, 29.868127822875977, -9.039590835571289, 21.01691436767578, -2.7885024547576904, 11.752306938171387, 2.7596752643585205, 0.7496737837791443, 9.624323844909668, -5.898860454559326, 12.18616008758545, -7.472340106964111, 9.359768867492676, -3.874687910079956, 5.757489204406738, 3.3683810234069824]","[28.56393814086914, 18.654983520507812, 9.627985954284668, 10.971124649047852, 11.900273323059082, 8.490108489990234, 7.336098670959473, 6.13553524017334, 7.296418190002441, 5.954860210418701, 5.733545303344727, 5.576215744018555, 4.808361053466797, 5.7335524559021, 5.589237689971924, 6.65256404876709, 5.8114118576049805, 5.653152942657471, 9.047778129577637, 10.204329490661621]",sad
"[-354.1232604980469, 110.14237976074219, -20.501237869262695, 42.62646484375, 0.5255926251411438, 0.8636701703071594, -10.043384552001953, 10.513962745666504, -6.507429599761963, -2.090552568435669, -9.757774353027344, -5.082247257232666, 2.748786687850952, -11.161911010742188, 2.232001543045044, -9.778677940368652, 3.464646816253662, -3.2739787101745605, -3.092789649963379, 3.8510639667510986]","[125.8447036743164, 40.743717193603516, 37.361785888671875, 35.61631393432617, 24.61325454711914, 15.961638450622559, 20.30368423461914, 8.760041236877441, 18.24132537841797, 11.218050956726074, 11.320197105407715, 8.723949432373047, 6.199982166290283, 12.116758346557617, 7.592826843261719, 10.411481857299805, 8.844642639160156, 7.112696647644043, 7.038145542144775, 4.902297019958496]",positive
"[-454.5678405761719, 45.92451095581055, 19.575708389282227, 37.54815673828125, -2.565312385559082, 22.482999801635742, -16.348690032958984, 9.14736270904541, -8.815129280090332, 3.6722402572631836, 3.2632181644439697, -3.923358201980591, 7.311094284057617, -2.9638009071350098, 11.983537673950195, -0.9258405566215515, 3.0416481494903564, -2.225027561187744, -0.18271642923355103, -0.9543958902359009]","[139.56326293945312, 36.1884880065918, 23.813568115234375, 30.60826873779297, 24.23244857788086, 15.887436866760254, 26.93932342529297, 12.567873001098633, 16.373323440551758, 11.692207336425781, 12.332115173339844, 10.067496299743652, 5.611198425292969, 13.062511444091797, 7.12448263168335, 10.80450439453125, 4.291901111602783, 8.660735130310059, 7.581793785095215, 9.341002464294434]",sad
"[-424.3232116699219, 74.2159423828125, 15.528100967407227, 35.06178283691406, -12.567631721496582, 15.999671936035156, -12.896886825561523, 7.571831703186035, -7.912906169891357, -5.874422550201416, -2.651639223098755, -7.429259777069092, -0.09441370517015457, -9.739694595336914, 3.8639650344848633, -4.490195274353027, -1.2381671667099, -4.311020851135254, -1.5362621545791626, -4.779880046844482]","[83.2302474975586, 37.00374984741211, 14.203030586242676, 24.015962600708008, 14.719533920288086, 8.948134422302246, 13.47749137878418, 8.124382019042969, 9.492831230163574, 15.035743713378906, 8.03891658782959, 8.695981979370117, 8.12531566619873, 9.795199394226074, 5.578699111938477, 5.694314956665039, 7.034121513366699, 4.295380115509033, 4.307186126708984, 6.870521068572998]",neutral
"[-445.0400085449219, 135.38218688964844, 9.170431137084961, 16.847074508666992, -14.83371639251709, 7.072304725646973, -12.853893280029297, -8.298983573913574, -12.370806694030762, 1.0482702255249023, -14.087050437927246, -6.322536945343018, -8.370060920715332, -9.47752857208252, 5.678213596343994, -18.18337631225586, 8.371366500854492, -8.302785873413086, -8.001222610473633, 2.125648260116577]","[111.59523010253906, 61.73579025268555, 24.894418716430664, 27.732559204101562, 21.454849243164062, 17.309659957885742, 17.363731384277344, 11.69586181640625, 12.832287788391113, 10.043291091918945, 10.545490264892578, 7.837406635284424, 11.091468811035156, 6.792032718658447, 6.631361961364746, 12.428776741027832, 10.112898826599121, 8.424782752990723, 7.49902868270874, 4.194032192230225]",sad
"[-639.6638793945312, 35.072513580322266, 0.7054033279418945, 50.56224822998047, -19.99957275390625, 35.31526184082031, -19.11665916442871, 19.775949478149414, -14.226706504821777, 14.66076374053955, -9.174111366271973, 2.401528835296631, 8.392111778259277, -10.13585376739502, 15.890237808227539, -13.17910385131836, 10.102373123168945, -6.474160194396973, 6.129713535308838, -3.564993143081665]","[49.27754211425781, 24.67439842224121, 13.629500389099121, 17.15557098388672, 10.471137046813965, 8.417533874511719, 8.306036949157715, 8.479096412658691, 11.506712913513184, 7.775751113891602, 7.931655406951904, 8.713273048400879, 4.856372833251953, 5.804357051849365, 6.725636959075928, 5.422240734100342, 4.3037495613098145, 5.640217304229736, 4.229172706604004, 4.439090728759766]",sad
"[-368.7698974609375, 132.44126892089844, -2.256239175796509, 61.47023010253906, -15.517062187194824, 17.82014274597168, -7.76563024520874, 3.5489540100097656, -8.057873725891113, -3.037277936935425, 3.004503011703491, -9.254104614257812, 7.731105327606201, -2.4063286781311035, 6.762799263000488, -2.5226757526397705, -7.297811985015869, -1.734431266784668, 1.408638834953308, -3.415929079055786]","[77.77232360839844, 51.85670852661133, 28.139362335205078, 25.531450271606445, 29.463747024536133, 20.560075759887695, 16.337648391723633, 10.322778701782227, 14.671858787536621, 9.720136642456055, 12.996832847595215, 11.870586395263672, 7.496077060699463, 9.724630355834961, 8.206640243530273, 6.698462009429932, 8.609055519104004, 6.314503192901611, 6.545898914337158, 7.1077070236206055]",neutral
"[-509.09429931640625, 50.59048843383789, 6.783581256866455, 16.771005630493164, -9.379768371582031, 6.947420597076416, -8.260272026062012, 0.5897865891456604, -1.3038671016693115, -1.6295849084854126, -3.166476249694824, -5.146912574768066, -0.5313698649406433, -3.0525190830230713, -0.9068279266357422, -5.047488212585449, -2.6307284832000732, -4.929619789123535, -3.855238437652588, -5.710671424865723]","[106.0460433959961, 35.7982177734375, 16.899229049682617, 20.000261306762695, 22.81892967224121, 8.504708290100098, 17.881608963012695, 10.331878662109375, 9.441089630126953, 7.227739334106445, 6.936159610748291, 8.364112854003906, 4.787397861480713, 7.1161041259765625, 4.6692423820495605, 5.5919928550720215, 6.091882705688477, 5.26779317855835, 4.281770706176758, 5.985043048858643]",sad
"[-387.465576171875, 79.32243347167969, -15.546380043029785, 26.602323532104492, -7.669034957885742, 6.586056709289551, -12.736286163330078, 4.118688106536865, -5.213496685028076, 1.765639066696167, -2.5731000900268555, -5.884799957275391, -0.6924981474876404, -7.153605937957764, 4.423190593719482, -7.345034599304199, -1.645039439201355, -4.716322898864746, -2.0770578384399414, -3.8774895668029785]","[89.59913635253906, 29.084341049194336, 23.46072006225586, 15.29917049407959, 20.80514144897461, 11.577672004699707, 16.983495712280273, 9.379907608032227, 10.142009735107422, 8.784374237060547, 6.9668378829956055, 8.317621231079102, 8.36210823059082, 7.044447898864746, 7.671675682067871, 7.318696975708008, 6.742580890655518, 5.488719940185547, 8.317185401916504, 7.63604211807251]",sad
"[-405.29241943359375, 126.04617309570312, -3.844771146774292, 24.224777221679688, -16.546144485473633, 10.17793083190918, 1.0628957748413086, -1.8933104276657104, 0.9469054341316223, 0.5405870079994202, -5.957881450653076, -8.567131996154785, 0.6075349450111389, -0.3221728205680847, 0.25799354910850525, -5.8837714195251465, 0.2298647165298462, -3.492332935333252, -0.9856882691383362, -1.382407546043396]","[113.40267181396484, 58.37515640258789, 28.496477127075195, 28.185283660888672, 29.494230270385742, 15.16758918762207, 13.504873275756836, 12.692205429077148, 13.012413024902344, 9.474658012390137, 10.818459510803223, 11.985078811645508, 10.144795417785645, 8.232393264770508, 6.546367645263672, 10.846295356750488, 5.708738803863525, 6.1380534172058105, 5.617125511169434, 5.542451858520508]",positive
"[-454.1336975097656, 107.46216583251953, -60.919891357421875, 80.34867858886719, -57.46730422973633, 47.76885223388672, -43.7280387878418, 28.856922149658203, -30.01279067993164, 7.289278507232666, -8.700440406799316, -5.624239921569824, 8.373269081115723, -16.725584030151367, 14.201403617858887, -20.510276794433594, 14.17801570892334, -15.939898490905762, 8.821677207946777, -7.179670810699463]","[69.014892578125, 15.09985637664795, 21.889747619628906, 9.377609252929688, 10.013172149658203, 8.277088165283203, 6.8189167976379395, 7.442867279052734, 4.2418670654296875, 5.23607873916626, 3.886327028274536, 3.1789655685424805, 2.9576971530914307, 3.6063103675842285, 3.960345983505249, 3.980132579803467, 4.10036563873291, 4.230487823486328, 4.100403785705566, 3.4852426052093506]",other
"[-405.0945129394531, 100.62261199951172, -8.671611785888672, 33.36986541748047, -25.557735443115234, 20.870702743530273, -17.217870712280273, 5.184363842010498, -14.838988304138184, -4.50527811050415, -5.543213844299316, -9.586503028869629, 5.948488235473633, -7.62509298324585, 1.3994542360305786, -14.088934898376465, 2.783195734024048, -4.0642547607421875, -5.450667381286621, -6.017113208770752]","[67.08504486083984, 32.857601165771484, 19.238224029541016, 16.19478416442871, 17.956140518188477, 10.030044555664062, 12.947613716125488, 8.090466499328613, 13.996230125427246, 7.788095474243164, 8.938448905944824, 7.493124961853027, 6.439163684844971, 5.705241680145264, 6.297092914581299, 8.290266990661621, 5.346555233001709, 5.7487616539001465, 6.880914688110352, 6.397454738616943]",sad
"[-526.8818969726562, 90.3757553100586, -16.03805923461914, 44.50371551513672, -11.868470191955566, 22.810394287109375, -4.333945274353027, 7.766913414001465, -6.882236480712891, -0.8566616177558899, -3.454646110534668, -5.425527095794678, 4.126791477203369, -12.835351943969727, 6.3482465744018555, -6.330440998077393, 3.2901315689086914, -3.1908023357391357, -5.18951416015625, -1.6196672916412354]","[86.35701751708984, 31.5854549407959, 18.671342849731445, 21.380531311035156, 13.587438583374023, 13.7754545211792, 10.604969024658203, 9.488652229309082, 11.995875358581543, 8.714861869812012, 9.689311027526855, 7.6309428215026855, 6.526065826416016, 10.108510971069336, 4.729118347167969, 5.377754211425781, 5.176889419555664, 5.764430522918701, 7.269782066345215, 5.48331356048584]",neutral
"[-313.8297424316406, 128.02285766601562, -1.773055911064148, 49.364871978759766, -4.6624345779418945, 12.323572158813477, 3.181519031524658, -1.3078514337539673, -3.9415085315704346, -4.023915767669678, -4.695387363433838, -5.4457526206970215, -2.6979081630706787, -2.3225083351135254, 3.0948095321655273, -5.544070243835449, -0.48481565713882446, -2.674985408782959, -1.1000665426254272, -5.230106353759766]","[92.44026947021484, 45.381675720214844, 30.32938003540039, 32.72383117675781, 24.18206214904785, 21.32563591003418, 17.31545639038086, 14.878157615661621, 11.544193267822266, 10.644915580749512, 9.223957061767578, 7.831343650817871, 6.8629326820373535, 7.406550884246826, 8.140355110168457, 8.282511711120605, 5.8698039054870605, 6.137770175933838, 5.444389820098877, 5.500600337982178]",neutral
"[-461.48992919921875, 109.49137878417969, -16.15645980834961, 36.908103942871094, 7.330583095550537, 13.00439167022705, 1.4197193384170532, 0.33786100149154663, -3.304342031478882, -4.820296764373779, -6.785670757293701, -10.416861534118652, -12.734869003295898, -7.249734401702881, 0.7147270441055298, -4.734838485717773, -0.8588767647743225, -2.2070419788360596, 2.466703414916992, -3.7040064334869385]","[119.45415496826172, 56.90132522583008, 30.31581687927246, 31.589393615722656, 22.13962745666504, 19.478313446044922, 12.28198528289795, 11.806306838989258, 10.844062805175781, 9.981035232543945, 6.3537726402282715, 7.4247727394104, 9.181487083435059, 8.33748722076416, 7.545986175537109, 5.389947891235352, 6.29941463470459, 6.515389919281006, 6.3276238441467285, 5.972447872161865]",sad
"[-504.44085693359375, 61.500938415527344, -6.786701202392578, 16.799409866333008, -6.969169616699219, 12.841428756713867, 3.1747798919677734, 8.677595138549805, 4.097503185272217, 4.176990985870361, 3.1311585903167725, 7.909623146057129, 7.836835861206055, 4.235454559326172, 7.424847602844238, -0.9824027419090271, 4.745918273925781, 0.4681476652622223, 4.603187561035156, 2.3438987731933594]","[106.52223205566406, 28.82423210144043, 35.58711242675781, 15.450071334838867, 20.748260498046875, 12.093277931213379, 15.019964218139648, 9.193147659301758, 17.21186065673828, 10.155143737792969, 12.882040023803711, 9.222419738769531, 11.027532577514648, 11.553692817687988, 8.904277801513672, 13.47163200378418, 10.50831127166748, 10.850804328918457, 9.6707181930542, 9.653162956237793]",positive
"[-377.4686279296875, 104.90186309814453, -8.221304893493652, 55.27925109863281, -5.0578532218933105, 28.83282470703125, 1.933937668800354, -2.800004720687866, 2.287435293197632, -1.9816017150878906, 4.161126136779785, 2.7713980674743652, 5.359342098236084, -0.6054091453552246, 2.5943527221679688, -0.9350073933601379, 4.952846527099609, 2.8754079341888428, 4.003796577453613, 1.2279878854751587]","[85.31756591796875, 38.61613464355469, 18.613513946533203, 20.75191879272461, 16.313791275024414, 12.3963041305542, 22.67576789855957, 14.753372192382812, 9.210079193115234, 7.700191497802734, 5.581260681152344, 7.511395454406738, 7.299433708190918, 5.296282768249512, 4.934942722320557, 5.365731239318848, 5.143232345581055, 4.835440158843994, 5.788147926330566, 7.440258502960205]",neutral
"[-521.8184814453125, 107.95514678955078, -13.787562370300293, 41.48505401611328, -11.408552169799805, 22.709228515625, 0.8281405568122864, 6.5665459632873535, -5.4444966316223145, 3.9135830402374268, 3.0032572746276855, -2.2268118858337402, 3.50840425491333, -6.120175838470459, 2.1179404258728027, -7.174988269805908, 0.5554105639457703, -3.1107053756713867, 2.1016666889190674, -2.751220703125]","[86.3610610961914, 45.683265686035156, 20.849382400512695, 21.134416580200195, 17.70197868347168, 9.590786933898926, 9.591365814208984, 11.15395450592041, 12.695807456970215, 11.339287757873535, 8.964519500732422, 4.873672962188721, 6.449764728546143, 6.421631336212158, 6.770636081695557, 5.1976423263549805, 5.13507604598999, 6.386077404022217, 4.456307888031006, 4.8268585205078125]",neutral
